"","degree","eigenvector","pagerank","authorities","hubscore","betweenness","closeness","eccentricity","dmnc","lobby","leverage","localbridge"
"17010",0.0489795918367347,0.00488955610168188,0.171299634825876,0.00488949229196088,0.00488949229196088,0.0269850951338348,0.762248913171258,0.692307692307692,0.0208282460411148,0.0676156583629893,0.601488464621576,3.44944428995342e-05
"44114",0.0326530612244898,0.0037241037856839,0.155318334215058,0.00372406226129003,0.00372406226129003,0.0323828891174491,0.73420570653537,0.769230769230769,0.0275895487513653,0.0462633451957295,0.620280710404005,5.44137508377937e-05
"32403",0.026530612244898,0.000234831052163067,0.111046290573916,0.00023482657252612,0.00023482657252612,0.0248558033527823,0.712093772269315,0.692307692307692,0.0403443826271296,0.0462633451957295,0.524766552736277,0.00014289015325292
"45648",0.0591836734693878,0.000168216998628966,0.337201167935409,0.000168213228293082,0.000168213228293082,0.0979855081402745,0.700546563905683,0.769230769230769,0.0191456983942628,0.0604982206405694,0.829306980634555,1.67807942857427e-05
"45654",0.0122448979591837,3.6840949535266e-05,0.0720766675981683,3.68401467890464e-05,3.68401467890464e-05,0.00285535553639269,0.615994772347049,0.769230769230769,0.0426657081542369,0.0213523131672598,0.442128670984915,0.000348529634261643
"10199",0.118367346938776,0.00884503283439863,0.523477768230244,0.00884492297246723,0.00884492297246723,0.164362196584781,0.79857415114779,0.615384615384615,0.0133894443020598,0.0889679715302491,0.908783126263871,3.11066273109405e-06
"13734",0.063265306122449,0.00450057391607553,0.322856954876762,0.00450051722637951,0.00450051722637951,0.107018781116851,0.763395382035668,0.692307692307692,0.0154822396798685,0.0604982206405694,0.79621455300915,1.08288070162127e-05
"47194",0.0428571428571429,0.00102568302982595,0.154762168150698,0.00102566012414114,0.00102566012414114,0.0279624839381284,0.746423220091771,0.692307692307692,0.0224312227362436,0.0676156583629893,0.568658130912977,4.99225601636083e-05
"31569",0.0571428571428571,0.000181171880599446,0.250051174825393,0.00018117347280381,0.00018117347280381,0.0500408299793725,0.720345648492034,0.692307692307692,0.0187844588019182,0.0604982206405694,0.743619977859789,2.67225895438557e-05
"32120",0.0510204081632653,0.0003125833586716,0.214193870431626,0.000312576676159887,0.000312576676159887,0.0475444779884407,0.722851969579134,0.692307692307692,0.00764779545510625,0.0604982206405694,0.746678048970052,3.23212670772719e-05
"37048",0.0448979591836735,0.000137258900871585,0.186464498613552,0.000137255896382759,0.000137255896382759,0.0250174723445731,0.713970282179149,0.692307692307692,0.0146267361227238,0.0640569395017794,0.664246948891772,5.68988772155933e-05
"39731",0.0653061224489796,0.000770154684265104,0.304196335350573,0.000770137631392686,0.000770137631392686,0.0702210698091766,0.73824228019408,0.692307692307692,0.0177505105199248,0.0747330960854092,0.777306606501614,1.54962735187169e-05
"83833",0.0102040816326531,5.85560489752884e-06,0.0487912545509555,5.8554450475099e-06,5.8554450475099e-06,0.000104574423176001,0.625557103837378,0.769230769230769,0.0501750035468149,0.0213523131672598,0.253933210929268,0.00123140423953325
"84909",0.0142857142857143,6.46524758074621e-06,0.067239373337207,6.46506869965983e-06,6.46506869965983e-06,0.00135043171605107,0.630642788408334,0.769230769230769,0.0501750035468149,0.0284697508896797,0.397036083223794,0.000444998376217653
"28659",0.00408163265306122,1.64849494973528e-07,0.0420015229527151,1.64844343354927e-07,1.64844343354927e-07,0,0.512566947407769,0.846153846153846,0.0478992550728284,0.0106761565836299,0.425692049910783,0.00119550505508356
"43338",0.0183673469387755,3.08736403144506e-05,0.141986421893038,3.08730437703941e-05,3.08730437703941e-05,0.0204510743993382,0.62022807225128,0.769230769230769,0.0204099221170071,0.0177935943060498,0.77826005906568,8.2360081368983e-05
"37591",0.0530612244897959,2.67887043015569e-05,0.319269280592182,2.67883856626622e-05,2.67883856626622e-05,0.123835900496733,0.67316858874431,0.769230769230769,0.0208111709530595,0.0569395017793594,0.797341633329199,1.76723055080167e-05
"65747",0.0285714285714286,0.000896787028900662,0.122200080416947,0.000896805853558274,0.000896805853558274,0.0571291044659931,0.748235111891762,0.692307692307692,0.0271509051890598,0.0498220640569395,0.450650796645261,9.24383899328106e-05
"595",0.195918367346939,0.0781471440736965,0.255706105010718,0.078146146143733,0.078146146143733,0.0400448551685005,0.839273125720612,0.692307692307692,0.0106565187279401,0.298932384341637,0.593065848481602,7.5485608351039e-06
"49422",0.583673469387755,0.894522589398534,0.477341989710261,0.89452124923926,0.89452124923926,0.0831687762687996,0.926563863561781,0.692307692307692,0.00647765304342486,0.871886120996441,0.635895285214841,3.79563560897931e-06
"63948",0.236734693877551,0.141791362973253,0.316513185807887,0.141789151472701,0.141789151472701,0.0595658753498445,0.851468716984933,0.692307692307692,0.00928396592416145,0.352313167259786,0.591568192562955,5.3304039837739e-06
"41168",0.0510204081632653,3.87557041167332e-05,0.261482639951341,3.87553598411337e-05,3.87553598411337e-05,0.0529681197634826,0.702938678466795,0.692307692307692,0.0151742518132509,0.0604982206405694,0.766715775617741,1.78828352708277e-05
"24170",0.0183673469387755,0.000102729307979489,0.0792742269699932,0.000102727327136169,0.000102727327136169,0.00583911445838356,0.677191951589452,0.692307692307692,0.0299314692530313,0.0320284697508897,0.38707375973398,0.000306345751373964
"84809",0.0306122448979592,1.76681746752806e-05,0.158201241970635,1.76679305143609e-05,1.76679305143609e-05,0.0224809725066462,0.661253583672507,0.769230769230769,0.0252282602100106,0.0427046263345196,0.638775192494049,7.33478976525792e-05
"46432",0.0877551020408163,0.0214477505726988,0.271253906793059,0.0214482801171294,0.0214482801171294,0.0752472126658442,0.803797304764279,0.615384615384615,0.0149852644057634,0.0889679715302491,0.704801424608129,9.82202465116441e-06
"16125",0.00816326530612245,0.00432987156012491,0.0234372634420832,0.00432982032044645,0.00432982032044645,0,0.702351658837824,0.692307692307692,0.068033073723357,0.0177935943060498,0.263174493056015,0.0011099394772943
"33923",0.655102040816327,0.912572591575632,0.576079153092005,0.912571069542433,0.912571069542433,0.064151258752569,0.937020605422867,0.615384615384615,0.00603712787945313,0.914590747330961,0.701614309138759,7.72028702854269e-07
"72469",0.00816326530612245,0.00432987156012491,0.0234372634420732,0.00432982032044645,0.00432982032044645,0,0.702351658837824,0.692307692307692,0.068033073723357,0.0177935943060498,0.263174493056015,0.0011099394772943
"73613",0.0102040816326531,0.00433085307478619,0.0339129388756807,0.0043308018045266,0.0043308018045266,0.000990304192501302,0.703137415053512,0.692307692307692,0.068033073723357,0.0213523131672598,0.367877539077628,0.000546231582256305
"83726",0.279591836734694,0.134539076274539,0.368220825480489,0.134537818345978,0.134537818345978,0.0851935305733571,0.873204047333771,0.615384615384615,0.00879543542949247,0.306049822064057,0.721636082629386,2.74317393805474e-06
"18068",0.236734693877551,0.113076899419377,0.442760837103571,0.113084694893852,0.113084694893852,0.2103965102989,0.901722747527568,0.615384615384615,0.00896369748993366,0.281138790035587,0.691930219449111,3.2340381974493e-06
"25730",0.757142857142857,0.952265109939718,0.68727146894574,0.952266718963836,0.952266718963836,0.13890792968043,0.973242358693117,0.615384615384615,0.00577328770058914,0.918149466192171,0.756213434516827,1.05902766830564e-06
"4420",0.295918367346939,0.0459348504777537,0.547412227987027,0.0459343495782277,0.0459343495782277,0.247589360223001,0.899012233213364,0.615384615384615,0.0084306334174793,0.345195729537367,0.804440668214461,2.21593084129478e-06
"6145",0.0775510204081633,0.0165313416990189,0.181472439775153,0.0165311115223886,0.0165311115223886,0.0374052633050555,0.801020927843302,0.692307692307692,0.0168853362689332,0.099644128113879,0.593827067356939,1.1389065484121e-05
"29392",0.740816326530612,0.902746632291127,0.870982708636797,0.902744908696049,0.902744908696049,0.440710852239791,0.98494828828063,0.615384615384615,0.00592333509024428,0.914590747330961,0.770865209950595,1.9855836385612e-07
"89072",0.026530612244898,0.0115772373881582,0.0827159643702537,0.0115771061633786,0.0115771061633786,0.0196809285021446,0.749673654612661,0.692307692307692,0.0362656240518902,0.0391459074733096,0.445214515391822,0.000110121775766008
"30674",0.0224489795918367,0.000269161737393645,0.0924883330813425,0.000269159885014485,0.000269159885014485,0.0179350712166208,0.692507018005382,0.692307692307692,0.0271509051890598,0.0427046263345196,0.40986269905957,0.000292020358763617
"30924",0.0122448979591837,8.29047960627003e-05,0.0410253312536592,8.29027384368463e-05,8.29027384368463e-05,0.000756636505885034,0.663949355484613,0.692307692307692,0.0351225024827704,0.0249110320284698,0.314271776481185,0.000809463434909988
"40246",0.036734693877551,0.000257796761928197,0.185837230324008,0.000257792905999826,0.000257792905999826,0.0476705737722983,0.684173866560061,0.692307692307692,0.0197510327965844,0.0391459074733096,0.745640475930111,2.81185930912434e-05
"64093",0.0306122448979592,0.000185366040572548,0.119412715829746,0.000185363827055832,0.000185363827055832,0.0182406794456525,0.69646049756136,0.692307692307692,0.0217238983376852,0.0462633451957295,0.518547399762239,0.00012558752757891
"42093",0.361224489795918,0.171238517981584,0.414828138263197,0.171245384549929,0.171245384549929,0.0553218196404706,0.888881262356419,0.615384615384615,0.00769779040805118,0.434163701067616,0.734706199114788,3.95839553422533e-06
"89193",0.277551020408163,0.158025695279425,0.331394722473453,0.158023298979251,0.158023298979251,0.037226829607013,0.876619234102126,0.692307692307692,0.00871377560340943,0.402135231316726,0.615294587527458,5.30238176415136e-06
"37007",0.00408163265306122,0,0.0910679831348023,0,0,0,0.00100517059755382,0.230769230769231,0.0478992550728284,0.0106761565836299,0.550731646738931,0.000825778840297196
"38527",0.00408163265306122,0,0.0910679831347544,0,0,0,0.00100517059755382,0.230769230769231,0.0478992550728284,0.0106761565836299,0.550731646738931,0.000825778840297196
"57540",0.00612244897959184,0,0.130344089925208,0,0,4.45551754646559e-06,0.00120620471706458,0.153846153846154,0.0478992550728284,0.0142348754448399,0.661404992016611,0.0004254686555377
"72368",0.00408163265306122,0,0.0910679831346465,0,0,0,0.00100517059755382,0.230769230769231,0.0478992550728284,0.0106761565836299,0.550731646738931,0.000825778840297196
"7279",0,9.43100476128857e-08,0.00563471752949902,9.43070779147934e-08,9.43070779147934e-08,0,0.518637011645045,0.692307692307692,0,0.00355871886120996,0.047889708412081,0.0499993654068831
"83041",0.0428571428571429,2.31000307676368e-05,0.165244568186614,2.30995157888031e-05,2.30995157888031e-05,0.0156160601717034,0.649869500137278,0.615384615384615,0.0201558520554371,0.0604982206405694,0.667285229550905,3.00414722153096e-05
"52802",0.0448979591836735,0.0039589404766306,0.209663096029096,0.00395889190588415,0.00395889190588415,0.0778836495383521,0.76083851522709,0.692307692307692,0.0126141301050053,0.0533807829181495,0.675732781427246,3.07136069816533e-05
"62370",0,1.61630895042506e-05,0.00697029900549592,1.61627425815415e-05,1.61627425815415e-05,0,0.586038199546084,0.769230769230769,0,0.00355871886120996,0.0457845089095164,0.0522720941977757
"32842",0.036734693877551,0.000910865752034744,0.156921719587485,0.000910846944056585,0.000910846944056585,0.0294861815901007,0.709401638217467,0.692307692307692,0.0248863040849584,0.0462633451957295,0.659168805356563,4.59679276268571e-05
"67521",0.118367346938776,0.0448456362908412,0.297056514959828,0.0448451951159978,0.0448451951159978,0.0888840059874792,0.837228130072522,0.615384615384615,0.0139421232950982,0.138790035587189,0.674715634720775,8.38093542702374e-06
"12665",0.183673469387755,0.0604446544004236,0.345543894439119,0.0604439612199535,0.0604439612199535,0.0730951511760728,0.88641945596721,0.615384615384615,0.0110343955707272,0.245551601423488,0.650958505285302,5.9038515753144e-06
"39113",0.710204081632653,0.931076916180201,0.718527185953262,0.931074522987371,0.931074522987371,0.157654627161778,0.954010190323788,0.692307692307692,0.00584399752569172,0.943060498220641,0.728304736261471,1.29073852718405e-07
"61281",0.0346938775510204,0.0103183015827237,0.0645715195396572,0.0103181952556926,0.0103181952556926,0.00230053760399805,0.789711418393358,0.615384615384615,0.0272379133225815,0.0569395017793594,0.312464963636507,0.000208718639290297
"5101",0.428571428571429,0.160333788389536,0.535272087931538,0.160331848283059,0.160331848283059,0.093169093487459,0.897297124982338,0.615384615384615,0.00753323857998165,0.444839857651246,0.825511603129196,1.47695309717183e-06
"17666",0.516326530612245,0.881486835528007,0.454687705015305,0.881485589416045,0.881485589416045,0.0922365104818567,0.923064721115896,0.692307692307692,0.00683044212271483,0.857651245551601,0.568788908449157,2.66934405850053e-06
"63819",0.0591836734693878,0.00130427184567975,0.244569360579974,0.001304242352218,0.001304242352218,0.0227273136159965,0.71909780099307,0.692307692307692,0.0191302379407786,0.0569395017793594,0.805965444284652,1.78623099225242e-05
"27555",0.036734693877551,0.000309513420388577,0.1445208375982,0.000309506347746679,0.000309506347746679,0.0159797481565298,0.698919432034576,0.692307692307692,0.0185299065852583,0.0498220640569395,0.608970801913886,3.97978261919363e-05
"51067",0,1.26364443871712e-06,0.00581876769552136,1.26360394395211e-06,1.26360394395211e-06,0,0.548857034873102,0.769230769230769,0,0.00355871886120996,0.0554684266213134,0.0431811790342052
"34372",0.0285714285714286,0.000274924740401998,0.110188081487066,0.000274918736081006,0.000274918736081006,0.0132690178881562,0.688116145643667,0.692307692307692,0.0315010909994149,0.0427046263345196,0.536957261647716,9.54982493490465e-05
"48705",0.0510204081632653,0.00837243132459624,0.157930838259669,0.0083723266666775,0.0083723266666775,0.0367608706061056,0.768125427676157,0.692307692307692,0.0191521270744568,0.0640569395017794,0.559498949719298,4.05813683442692e-05
"69692",0.0612244897959184,0.000362832179226094,0.235981778711338,0.000362824390259006,0.000362824390259006,0.0389312764790179,0.74454709310407,0.615384615384615,0.0173395004325399,0.0676156583629893,0.740414056822332,1.78296184732054e-05
"85373",0.0755102040816327,0.00132310873824082,0.237902582640794,0.00132308173179301,0.00132308173179301,0.0458475935866874,0.769738295697832,0.692307692307692,0.0171521956764153,0.0889679715302491,0.713232020948127,1.60215255076532e-05
"3422",0.0979591836734694,0.0178536454192149,0.240134551691126,0.0178534180246541,0.0178534180246541,0.056555300644672,0.824485438811532,0.615384615384615,0.0133747110461855,0.149466192170818,0.563575153920901,1.74833538617134e-05
"15919",0.0816326530612245,0.0490441465308632,0.140351352025414,0.0490436137073139,0.0490436137073139,0.0270898020843163,0.821058094265473,0.615384615384615,0.0160784791346615,0.117437722419929,0.450696365235887,2.04410537603862e-05
"81444",0.0387755102040816,0.00506881677540066,0.101419140051284,0.00506875473215873,0.00506875473215873,0.0475919054188766,0.808618294411213,0.692307692307692,0.0212265534842292,0.0604982206405694,0.397754837545886,8.9994535338601e-05
"19732",0.375510204081633,0.0889972890287604,0.974737589902829,0.0890050673509461,0.0890050673509461,1,0.936622557866235,0.615384615384615,0.00781868533079287,0.277580071174377,0.913686810728445,3.50316986734089e-07
"23021",0.00816326530612245,0.000367381688381956,0.0433110988837606,0.000367410297278733,0.000367410297278733,0.00362021271858555,0.683963067926174,0.692307692307692,0.068033073723357,0.0177935943060498,0.394410247139158,0.000704826006189396
"29398",0.0102040816326531,0.000370610354458596,0.0504620122031915,0.000370638865137846,0.000370638865137846,0.00183127828427813,0.687209481764674,0.692307692307692,0.0592530983897533,0.0213523131672598,0.41281466949514,0.000548198791665417
"36458",0.0346938775510204,0.000577661619009552,0.154002537587014,0.000577690150206612,0.000577690150206612,0.0212009691733087,0.738627404128743,0.692307692307692,0.0179332066883874,0.0391459074733096,0.681302446925031,4.90697595527794e-05
"11319",0.0346938775510204,0.00564102929593613,0.122080911912628,0.00564094018946882,0.00564094018946882,0.00974162955285028,0.737910861088487,0.692307692307692,0.0272379133225815,0.0498220640569395,0.585130853959562,5.25126699138308e-05
"23905",0.00204081632653061,0.000601919368613681,0.00758252189306028,0.000601904441181673,0.000601904441181673,0,0.635999773310098,0.769230769230769,0.0314253343630457,0.00711743772241993,0.0652337217928734,0.0177266165762078
"12857",0.0653061224489796,0.00856744157987393,0.189583137646489,0.00856733535080054,0.00856733535080054,0.0451030254163875,0.784164791305523,0.692307692307692,0.0171278101673624,0.0747330960854092,0.649116926282173,2.54362742146186e-05
"71444",0.0183673469387755,8.5920437385559e-05,0.0881852069578213,8.59187707814211e-05,8.59187707814211e-05,0.00857806282914305,0.664653070633434,0.769230769230769,0.0271509051890598,0.0284697508896797,0.510755325542927,0.000116249575002667
"73252",0.0877551020408163,0.0110706907013393,0.234660718815605,0.011070535142042,0.011070535142042,0.0476169187933419,0.797525518888209,0.692307692307692,0.0151811729933519,0.110320284697509,0.689663316228035,1.22051262509516e-05
"6974",0.0775510204081633,0.00465712506499013,0.311612521299781,0.00465707092075613,0.00465707092075613,0.0785326290118755,0.773780038805329,0.615384615384615,0.0161583114786438,0.0925266903914591,0.777399129401082,1.01665574125755e-05
