"","x"
"0",7.98849819583422e-05
"1",0.0094597970174353
"2",7.98849819583423e-05
"3",0.0017512485362592
"4",0.00547998380521714
"5",0.105194952051569
"6",0.00861611139672406
"7",0.018224716296221
"8",7.98849819583423e-05
"9",0.0388526620359955
"10",0.000227424427642554
"11",0.00304864315348201
"12",0.00304864315348201
"13",0.0113739977069111
"14",7.98849819583423e-05
"15",0.00494506379815332
"16",0.00483758460785237
"17",7.98849819583423e-05
"18",0.0081034872382081
"19",9.02914928906563e-05
"20",7.98849819583423e-05
"21",0.00343906198944752
"22",7.98849819583422e-05
"23",7.98849819583422e-05
"24",7.98849819583423e-05
"25",0.00292492800409072
"26",7.98849819583422e-05
"27",0.161818865777915
"28",7.98849819583423e-05
"29",7.98849819583421e-05
"30",8.16833884991421e-05
"31",9.02914928906561e-05
"32",8.16833884991424e-05
"33",7.98849819583424e-05
"34",7.98849819583422e-05
"35",0.00156516760739616
"36",7.98849819583424e-05
"37",7.98849819583424e-05
"38",7.98849819583423e-05
"39",0.0116064891891114
"40",7.98849819583423e-05
"41",0.00156516760739616
"42",0.00619376603513193
"43",7.98849819583423e-05
"44",0.00521898965207976
"45",0.0196812620285283
"46",0.139588620994016
"47",7.98849819583422e-05
"48",7.98849819583424e-05
"49",0.00921001660042588
"50",0.0079798806364738
"51",0.00918361486077433
"52",0.00156516760739616
"53",0.101393464319477
"54",0.108311876144118
"55",0.0114655934328055
"56",0.269527620185676
"57",7.98849819583421e-05
"58",8.16833884991418e-05
"59",0.00420782672588609
"60",0.0104703970634014
"61",7.98849819583424e-05
"62",0.00716933264759431
"63",7.98849819583423e-05
"64",7.98849819583422e-05
"65",0.000582511928330288
"66",7.98849819583423e-05
"67",7.98849819583423e-05
"68",7.98849819583422e-05
"69",0.00901148100204585
"70",0.000159513222684388
"71",0.00325299171711284
"72",0.385211845692523
"73",0.142525194348908
"74",0.336903493441089
"75",0.283045082755499
"76",0.845473730201406
"77",0.00939312759432798
"78",0.388193291844728
"79",0.0902579767752244
"80",0.140355015170288
"81",0.0938048237203352
"82",0.062772001146248
"83",0.255546585247927
"84",0.0724101173604379
"85",0.0250744885813696
"86",0.0910448707284331
"87",0.047500658423235
"88",0.342590892211891
"89",0.231624475465144
"90",0.200054981369081
"91",0.113869441267096
"92",0.0911354136880661
"93",0.447190412286695
"94",0.0106576880001479
"95",0.306071610139813
"96",0.0125008190803001
"97",0.0584642561814752
"98",0.000949827527745015
"99",0.00811147678959879
"100",0.0029100880500582
"101",0.0392261637680226
"102",0.137137753350788
"103",0.000914659400798923
"104",0.000970872252932028
"105",0.00092244919130597
"106",0.427913966250906
"107",0.221092374516589
"108",0.0276607175574766
"109",0.235234858134499
"110",0.0112236561903909
"111",0.206932137774652
"112",0.0468011580939006
"113",0.0357761440786111
"114",0.0935203222314025
"115",0.0957534798595795
"116",0.288913046125642
"117",0.000949827527745015
"118",0.122049916280854
"119",0.0549597528512714
"120",0.0235904252777304
"121",0.0281055659015133
"122",0.119871612877617
"123",0.0364412007313265
"124",0.00603577758988496
"125",0.01047271325864
"126",0.0442866079072759
"127",0.234139254397225
"128",0.0723951331719268
"129",0.00288737821083732
"130",0.000914659400798922
"131",0.175557736222083
"132",0.0728083103445408
"133",0.105107127414394
"134",0.523135728859044
"135",0.03110159247044
"136",1
"137",0.0279058631932861
"138",0.0642906050827199
"139",0.000914659400798922
"140",0.562418398679147
"141",0.0367910095072508
"142",0.000957828277436281
"143",0.188672110939174
"144",0.189391077055129
"145",0.156142677574754
"146",0.357533266216247
"147",0.109376671116193
"148",0.00207274418126973
"149",0.0269479377295973
"150",0.00559590801323241
"151",0.124126613332113
"152",0.000914659400798923
"153",0.010164717902952
"154",0.0541051753915315
"155",0.436673936891116
"156",0.0464715816517542
"157",0.0771115230711806
"158",0.000939255453196524
"159",0.00291260832020738
"160",0.0248803158368985
"161",0.00410028962889237
"162",0.00368402307858949
"163",0.000922747956454103
"164",0.15182502066847
"165",0.200180699192631
"166",0.106824107077168
"167",0.000922449191305969
"168",0.169878533867716
"169",0.0423988001947628
"170",0.000914659400798923
"171",0.207444815413658
"172",0.219419866181151
"173",0.141858289471659
"174",0.1398625117805
"175",0.661244555765186
"176",0.00621730364526067
"177",0.150332783884049
"178",0.0326842369883236
"179",0.00515776229107128
"180",0.217419370312207
"181",0.00515776229107129
"182",0.00619331792561639
"183",0.174767493771478
"184",0.273788640295179
"185",0.0925966872759054
"186",0.368824082598162
